,name,coordinates,freguesia,concelho,cidade
930,image486,"('38.77444905520495', '-9.144532221436465')",Charneca,Lisboa,Lisboa
931,image487,"('38.72703408207961', '-9.15862790751601')",São Sebastião da Pedreira,Lisboa,Lisboa
932,image488,"('38.76656588780414', '-9.165970296065643')",Lumiar,Lisboa,Lisboa
933,image489,"('38.75719069975914', '-9.164884944125001')",None,Lisboa,Lisboa
934,image49,"('38.77875512320444', '-9.158896244537845')",Charneca,Lisboa,Lisboa
935,image490,"('38.74597771990647', '-9.129739591619085')",None,Lisboa,Lisboa
936,image491,"('38.7295641', '-9.1564932')",São Sebastião da Pedreira,Lisboa,Lisboa
937,image492,"('38.7773558', '-9.166556')",Lumiar,Lisboa,Lisboa
938,image493,"('38.7796237', '-9.1668453')",Lumiar,Lisboa,Lisboa
939,image494,"('38.74526600951361', '-9.19271143602313')",Benfica,Lisboa,Lisboa
940,image495,"('38.7646575', '-9.1815512')",Carnide,Lisboa,Lisboa
941,image496,"('38.76555856593171', '-9.179047207419808')",Carnide,Lisboa,Lisboa
942,image497,"('38.74325047793822', '-9.157496661608434')",São Sebastião da Pedreira,Lisboa,Lisboa
943,image498,"('38.74474374117094', '-9.132585218743493')",None,Lisboa,Lisboa
944,image499,"('38.73332251857713', '-9.18650011095672')",None,Lisboa,Lisboa
945,image5,"('38.739904', '-9.181528')",None,Lisboa,Lisboa
946,image50,"('38.76379196127273', '-9.134042516587314')",Olivais,Lisboa,Lisboa
947,image500,"('38.7464751', '-9.1702644')",São Domingos de Benfica,Lisboa,Lisboa
948,image501,"('38.77700415111757', '-9.126774444368458')",Olivais,Lisboa,Lisboa
949,image502,"('38.7862976', '-9.1694147')",Olival Basto,Lisboa,Póvoa de Santo Adrião e Olival Basto
950,image503,"('38.76188971064038', '-9.185344091965902')",Carnide,Lisboa,Lisboa
951,image504,"('38.7526958', '-9.1741264')",São Domingos de Benfica,Lisboa,Lisboa
952,image505,"('38.75472819797957', '-9.128704472027644')",None,Lisboa,Lisboa
953,image506,"('38.74822989632429', '-9.186337595870585')",São Domingos de Benfica,Lisboa,Lisboa
954,image507,"('38.73639120940503', '-9.156323244586584')",Campolide,Lisboa,Lisboa
955,image508,"('38.73416617411912', '-9.142430187226031')",Arroios,Lisboa,Lisboa
956,image509,"('38.72166558354068', '-9.166673703796153')",Santo Condestável,Lisboa,Lisboa
957,image51,"('38.7409861903178', '-9.15734363581697')",São Sebastião da Pedreira,Lisboa,Lisboa
958,image510,"('38.7525415300657', '-9.121495696918805')",Marvila,Lisboa,Lisboa
959,image511,"('38.76109325038666', '-9.124905822743111')",None,Lisboa,Lisboa
960,image512,"('38.75181095261782', '-9.115565409365448')",Marvila,Lisboa,Lisboa
961,image513,"('38.7536846', '-9.1950165')",Benfica,Lisboa,Lisboa
962,image514,"('38.78826387001001', '-9.162126263566824')",None,Lisboa,Lisboa
963,image515,"('38.76085636397678', '-9.17972735165882')",Carnide,Lisboa,Lisboa
964,image516,"('38.75824719435674', '-9.119971162720429')",Marvila,Lisboa,Lisboa
965,image517,"('38.76068902789951', '-9.195334869248192')",Carnide,Lisboa,Lisboa
966,image518,"('38.7384417', '-9.1764035')",None,Lisboa,Lisboa
967,image519,"('38.7283891', '-9.1854829')",None,Lisboa,Lisboa
968,image52,"('38.73673029124782', '-9.18981229379515')",Benfica,Lisboa,Lisboa
969,image520,"('38.7445923', '-9.1673458')",São Domingos de Benfica,Lisboa,Lisboa
970,image521,"('38.7408776', '-9.1583175')",São Sebastião da Pedreira,Lisboa,Lisboa
971,image522,"('38.7782176', '-9.1554994')",Lumiar,Lisboa,Lisboa
972,image523,"('38.76950380938604', '-9.181969966704877')",Carnide,Lisboa,Lisboa
973,image524,"('38.73742999429071', '-9.159919359148187')",Campolide,Lisboa,Lisboa
974,image525,"('38.76008609657777', '-9.17869322244482')",Carnide,Lisboa,Lisboa
975,image526,"('38.7417133', '-9.149891')",São Sebastião da Pedreira,Lisboa,Lisboa
976,image527,"('38.75734434760653', '-9.167547614733868')",Lumiar,Lisboa,Lisboa
977,image528,"('38.74296816892348', '-9.158924362387335')",São Sebastião da Pedreira,Lisboa,Lisboa
978,image529,"('38.73847281819357', '-9.165608695703463')",Campolide,Lisboa,Lisboa
979,image53,"('38.72159626990224', '-9.147316969650515')",None,Lisboa,Lisboa
980,image530,"('38.74233099694798', '-9.119751876085694')",Marvila,Lisboa,Lisboa
981,image531,"('38.74513324745894', '-9.174497506354154')",São Domingos de Benfica,Lisboa,Lisboa
982,image532,"('38.74939481711441', '-9.198363445586136')",Benfica,Lisboa,Lisboa
983,image533,"('38.7552488', '-9.1503707')",São João de Brito,Lisboa,Lisboa
984,image534,"('38.78096773653847', '-9.143546258739022')",Charneca,Lisboa,Lisboa
985,image535,"('38.75911010802016', '-9.114262794315481')",None,Lisboa,Lisboa
986,image536,"('38.76366600781706', '-9.162816521340584')",Lumiar,Lisboa,Lisboa
987,image537,"('38.7662277', '-9.1465131')",None,Lisboa,Lisboa
988,image538,"('38.76211761632148', '-9.165054626858065')",Lumiar,Lisboa,Lisboa
989,image539,"('38.76215580984456', '-9.177329729990227')",Lumiar,Lisboa,Lisboa
990,image54,"('38.75242696713877', '-9.139136172186213')",São João de Brito,Lisboa,Lisboa
991,image540,"('38.76842214139398', '-9.123600710366093')",Olivais,Lisboa,Lisboa
992,image541,"('38.7639006608986', '-9.133124703578565')",Olivais,Lisboa,Lisboa
993,image542,"('38.7360121848276', '-9.16407474866866')",Campolide,Lisboa,Lisboa
994,image543,"('38.7797586', '-9.1248859')",Olivais,Lisboa,Lisboa
995,image544,"('38.77177542897788', '-9.122155101199976')",Olivais,Lisboa,Lisboa
996,image545,"('38.7286682', '-9.1711997')",Campolide,Lisboa,Lisboa
997,image546,"('38.7558496', '-9.188953')",Carnide,Lisboa,Lisboa
998,image547,"('38.77240745620478', '-9.15903441123129')",Lumiar,Lisboa,Lisboa
999,image548,"('38.7736716925413', '-9.151937169552308')",Lumiar,Lisboa,Lisboa
1000,image549,"('38.77284910807356', '-9.128451286624411')",Olivais,Lisboa,Lisboa
1001,image55,"('38.7688153', '-9.1296775')",Olivais,Lisboa,Lisboa
1002,image550,"('38.7253361166831', '-9.162371425275037')",Campolide,Lisboa,Lisboa
1003,image551,"('38.73026435352983', '-9.157439850420989')",Campolide,Lisboa,Lisboa
1004,image552,"('38.73931867053066', '-9.16753764264103')",Campolide,Lisboa,Lisboa
1005,image553,"('38.72968220663747', '-9.148993260819632')",São Sebastião da Pedreira,Lisboa,Lisboa
1006,image554,"('38.74719177541719', '-9.117657677996657')",Marvila,Lisboa,Lisboa
1007,image555,"('38.7404196', '-9.1354586')",None,Lisboa,Lisboa
1008,image556,"('38.7597782', '-9.1223257')",None,Lisboa,Lisboa
1009,image557,"('38.7591186', '-9.1942523')",Carnide,Lisboa,Lisboa
1010,image558,"('38.76140498641855', '-9.159155927262361')",Lumiar,Lisboa,Lisboa
1011,image559,"('38.7627147941317', '-9.182902600438918')",Carnide,Lisboa,Lisboa
1012,image56,"('38.778579', '-9.1271023')",Olivais,Lisboa,Lisboa
1013,image560,"('38.7809967734841', '-9.169016835661743')",Lumiar,Lisboa,Lisboa
1014,image561,"('38.7683846865755', '-9.169122498086857')",Lumiar,Lisboa,Lisboa
1015,image562,"('38.73274422656628', '-9.165411126110268')",Campolide,Lisboa,Lisboa
1016,image563,"('38.77823163816966', '-9.145598436084036')",Charneca,Lisboa,Lisboa
1017,image564,"('38.73135882473112', '-9.173011806940067')",Campolide,Lisboa,Lisboa
1018,image565,"('38.7541332', '-9.1105144')",Marvila,Lisboa,Lisboa
1019,image566,"('38.74623360236962', '-9.15204918486272')",None,Lisboa,Lisboa
1020,image567,"('38.74407055103936', '-9.175783388075965')",São Domingos de Benfica,Lisboa,Lisboa
1021,image568,"('38.75886708802307', '-9.17059502390083')",Lumiar,Lisboa,Lisboa
1022,image569,"('38.78747364622726', '-9.158729754801161')",Charneca,Lisboa,Lisboa
1023,image57,"('38.7248066', '-9.1645149')",Campolide,Lisboa,Lisboa
1024,image570,"('38.7512904', '-9.1779709')",São Domingos de Benfica,Lisboa,Lisboa
1025,image571,"('38.78937812367101', '-9.153522908100005')",Charneca,Lisboa,Lisboa
1026,image572,"('38.75715412544534', '-9.169046089888825')",None,Lisboa,Lisboa
1027,image573,"('38.77177217241052', '-9.145281007477712')",Charneca,Lisboa,Lisboa
1028,image574,"('38.74670965530843', '-9.114509351791238')",Marvila,Lisboa,Lisboa
1029,image575,"('38.79065578967185', '-9.15741637665034')",Charneca,Lisboa,Lisboa
1030,image576,"('38.7366948', '-9.1764735')",São Domingos de Benfica,Lisboa,Lisboa
1031,image577,"('38.77380415910514', '-9.145076923782403')",Charneca,Lisboa,Lisboa
1032,image578,"('38.7703749', '-9.120689')",Olivais,Lisboa,Lisboa
1033,image579,"('38.78286023365856', '-9.139842174768468')",Charneca,Lisboa,Lisboa
1034,image58,"('38.7285962', '-9.1326626')",Arroios,Lisboa,Lisboa
1035,image580,"('38.77034219844272', '-9.1159068256576')",Olivais,Lisboa,Lisboa
1036,image581,"('38.72417494114813', '-9.173611272384088')",Campolide,Lisboa,Lisboa
1037,image582,"('38.75977891688469', '-9.121903446826975')",None,Lisboa,Lisboa
1038,image583,"('38.7609661', '-9.1228997')",None,Lisboa,Lisboa
1039,image584,"('38.76906186750607', '-9.156097620487026')",Lumiar,Lisboa,Lisboa
1040,image585,"('38.73634218157461', '-9.143726806865237')",São Sebastião da Pedreira,Lisboa,Lisboa
1041,image586,"('38.73964664215105', '-9.181159457149388')",None,Lisboa,Lisboa
1042,image587,"('38.7863879', '-9.1719143')",None,Lisboa,None
1043,image588,"('38.7771847', '-9.1520313')",Lumiar,Lisboa,Lisboa
1044,image589,"('38.7326463', '-9.1705723')",Campolide,Lisboa,Lisboa
1045,image59,"('38.75113557935951', '-9.145093629510342')",Alvalade,Lisboa,Lisboa
1046,image590,"('38.73395987146593', '-9.181808982258163')",None,Lisboa,Lisboa
1047,image591,"('38.76056028763927', '-9.148405566484286')",São João de Brito,Lisboa,Lisboa
1048,image592,"('38.74510373892157', '-9.189894981756188')",Benfica,Lisboa,Lisboa
1049,image593,"('38.756102139377', '-9.142606762230807')",São João de Brito,Lisboa,Lisboa
1050,image594,"('38.72781350090245', '-9.130827241873911')",Arroios,Lisboa,Lisboa
1051,image595,"('38.77972436417814', '-9.161083906606297')",Charneca,Lisboa,Lisboa
1052,image596,"('38.7371908792616', '-9.157323572083955')",Campolide,Lisboa,Lisboa
1053,image597,"('38.7446434', '-9.1913793')",Benfica,Lisboa,Lisboa
1054,image598,"('38.78427580477612', '-9.138744024544673')",Charneca,Lisboa,Lisboa
1055,image599,"('38.72589289141003', '-9.150179533831663')",São Sebastião da Pedreira,Lisboa,Lisboa
1056,image6,"('38.77345013710156', '-9.152999802544272')",Lumiar,Lisboa,Lisboa
1057,image60,"('38.77145599823768', '-9.18086512396004')",Carnide,Lisboa,Lisboa
1058,image600,"('38.75048995836265', '-9.193626277086826')",Benfica,Lisboa,Lisboa
1059,image601,"('38.76107312137623', '-9.132229441518735')",São João de Brito,Lisboa,Lisboa
1060,image602,"('38.74002324699762', '-9.193495188401675')",Benfica,Lisboa,Lisboa
1061,image603,"('38.75197973159596', '-9.135958321788946')",São João de Brito,Lisboa,Lisboa
1062,image604,"('38.78329678230375', '-9.155200262656809')",Charneca,Lisboa,Lisboa
1063,image605,"('38.7636492', '-9.1819155')",Carnide,Lisboa,Lisboa
1064,image606,"('38.75440682683161', '-9.129281212487918')",None,Lisboa,Lisboa
1065,image607,"('38.74654868205906', '-9.15858453682653')",None,Lisboa,Lisboa
1066,image608,"('38.72545375822195', '-9.162542093222472')",Campolide,Lisboa,Lisboa
1067,image609,"('38.77177217241052', '-9.145281007477712')",Charneca,Lisboa,Lisboa
1068,image61,"('38.7794843073193', '-9.146107944217098')",Charneca,Lisboa,Lisboa
1069,image610,"('38.7753213', '-9.1712364')",Lumiar,Lisboa,Lisboa
1070,image611,"('38.7661621', '-9.1558006')",Lumiar,Lisboa,Lisboa
1071,image612,"('38.76756573076476', '-9.184700594583632')",Carnide,Lisboa,Lisboa
1072,image613,"('38.72501385583743', '-9.154331769434632')",None,Lisboa,Lisboa
1073,image614,"('38.77909465152324', '-9.172084161445726')",Lumiar,Lisboa,Lisboa
1074,image615,"('38.7730834', '-9.173177')",Lumiar,Lisboa,Lisboa
1075,image616,"('38.7389025', '-9.1787385')",None,Lisboa,Lisboa
1076,image617,"('38.73643027790337', '-9.159943255268253')",Campolide,Lisboa,Lisboa
1077,image618,"('38.77153171704628', '-9.12674852534361')",Olivais,Lisboa,Lisboa
1078,image619,"('38.7724979', '-9.1590612')",Lumiar,Lisboa,Lisboa
1079,image62,"('38.74995804452477', '-9.194976196439246')",Benfica,Lisboa,Lisboa
1080,image620,"('38.7805181', '-9.1760021')",None,Lisboa,None
1081,image621,"('38.7600995', '-9.1368332')",São João de Brito,Lisboa,Lisboa
1082,image622,"('38.77627425407417', '-9.149904277307744')",Lumiar,Lisboa,Lisboa
1083,image623,"('38.76331691336307', '-9.148265374043813')",Lumiar,Lisboa,Lisboa
1084,image624,"('38.75553696276383', '-9.181798155445724')",São Domingos de Benfica,Lisboa,Lisboa
1085,image625,"('38.7672572', '-9.1902543')",Carnide,Lisboa,Lisboa
1086,image626,"('38.7572827', '-9.1683458')",Lumiar,Lisboa,Lisboa
1087,image627,"('38.72204892102548', '-9.146683568383496')",None,Lisboa,Lisboa
1088,image628,"('38.77848515906875', '-9.127124452392136')",Olivais,Lisboa,Lisboa
1089,image629,"('38.78232553747988', '-9.163457473551112')",None,Lisboa,Lisboa
1090,image63,"('38.74841378869976', '-9.113838028990607')",Marvila,Lisboa,Lisboa
1091,image630,"('38.7594523', '-9.1301661')",São João de Brito,Lisboa,Lisboa
1092,image631,"('38.77257466014633', '-9.154463853619696')",Lumiar,Lisboa,Lisboa
1093,image632,"('38.7726461330762', '-9.118614010307978')",Olivais,Lisboa,Lisboa
1094,image633,"('38.75763505343932', '-9.15324540310629')",São João de Brito,Lisboa,Lisboa
1095,image634,"('38.7321945', '-9.1206479')",São João,Lisboa,Lisboa
1096,image635,"('38.7767711729388', '-9.176453039171522')",None,Lisboa,Lisboa
1097,image636,"('38.7355063', '-9.1817291')",None,Lisboa,Lisboa
1098,image637,"('38.78727084576936', '-9.142590051736908')",Charneca,Lisboa,Lisboa
1099,image638,"('38.75991062685027', '-9.173544011518722')",Lumiar,Lisboa,Lisboa
1100,image639,"('38.74450048856878', '-9.190846626389856')",Benfica,Lisboa,Lisboa
1101,image64,"('38.76427706641486', '-9.183555777940255')",Carnide,Lisboa,Lisboa
1102,image640,"('38.74995809796782', '-9.181899059013748')",São Domingos de Benfica,Lisboa,Lisboa
1103,image641,"('38.74691997196427', '-9.11121670567844')",Marvila,Lisboa,Lisboa
1104,image642,"('38.74487242010809', '-9.131598622811278')",None,Lisboa,Lisboa
1105,image643,"('38.72941821492259', '-9.137636810615895')",Arroios,Lisboa,Lisboa
1106,image644,"('38.7544365', '-9.1607241')",None,Lisboa,Lisboa
1107,image645,"('38.73277751586534', '-9.178494720603732')",None,Lisboa,Lisboa
1108,image646,"('38.73956282464988', '-9.119575095967718')",Beato,Lisboa,Lisboa
1109,image647,"('38.7750372', '-9.1530237')",Lumiar,Lisboa,Lisboa
1110,image648,"('38.75346102939353', '-9.114151353838588')",Marvila,Lisboa,Lisboa
1111,image649,"('38.75139824407903', '-9.111676219917886')",Marvila,Lisboa,Lisboa
1112,image65,"('38.76354307471752', '-9.137779193588834')",None,Lisboa,Lisboa
1113,image650,"('38.74999779578351', '-9.138800492401272')",Alvalade,Lisboa,Lisboa
1114,image651,"('38.73948479357292', '-9.131140169382894')",None,Lisboa,Lisboa
1115,image652,"('38.75366697183982', '-9.119017499486224')",Marvila,Lisboa,Lisboa
1116,image653,"('38.72344257657973', '-9.154416367043206')",None,Lisboa,Lisboa
1117,image654,"('38.7637168', '-9.1970254')",Carnide,Lisboa,Lisboa
1118,image655,"('38.73330187703888', '-9.187757058222646')",None,Lisboa,Lisboa
1119,image656,"('38.7749624', '-9.1897785')",None,Lisboa,Pontinha e Famões
1120,image657,"('38.75081379173822', '-9.150692065112734')",Alvalade,Lisboa,Lisboa
1121,image658,"('38.73618157450191', '-9.11483586441255')",Beato,Lisboa,Lisboa
1122,image659,"('38.7418271', '-9.1548952')",São Sebastião da Pedreira,Lisboa,Lisboa
1123,image66,"('38.7768787', '-9.1812446')",None,Lisboa,Pontinha e Famões
1124,image660,"('38.74885685931069', '-9.119281427982305')",Marvila,Lisboa,Lisboa
1125,image661,"('38.72102289196542', '-9.150782780273897')",None,Lisboa,Lisboa
1126,image662,"('38.73914050858804', '-9.141521725732234')",None,Lisboa,Lisboa
1127,image663,"('38.7639447', '-9.1135708')",Olivais,Lisboa,Lisboa
1128,image664,"('38.76490846471568', '-9.189462487917492')",Carnide,Lisboa,Lisboa
1129,image665,"('38.7628078', '-9.1384311')",São João de Brito,Lisboa,Lisboa
1130,image666,"('38.78857827419975', '-9.150588957322263')",Charneca,Lisboa,Lisboa
1131,image667,"('38.7579518', '-9.1418121')",São João de Brito,Lisboa,Lisboa
1132,image668,"('38.77937933951925', '-9.145679565733488')",Charneca,Lisboa,Lisboa
1133,image669,"('38.7637254', '-9.1384389')",None,Lisboa,Lisboa
1134,image67,"('38.74392328338169', '-9.129480286329711')",None,Lisboa,Lisboa
1135,image670,"('38.7711995658243', '-9.175566088576836')",None,Lisboa,Lisboa
1136,image671,"('38.77591679371471', '-9.191518103872783')",None,Lisboa,Pontinha e Famões
1137,image672,"('38.76812899739212', '-9.120266541564565')",Olivais,Lisboa,Lisboa
1138,image673,"('38.77413319627579', '-9.144802540104584')",Charneca,Lisboa,Lisboa
1139,image674,"('38.75925953715412', '-9.161824625691747')",Lumiar,Lisboa,Lisboa
1140,image675,"('38.7847465', '-9.1513686')",Charneca,Lisboa,Lisboa
1141,image676,"('38.74135485748083', '-9.146227053058036')",São Sebastião da Pedreira,Lisboa,Lisboa
1142,image677,"('38.76297166275172', '-9.190699138348393')",Carnide,Lisboa,Lisboa
1143,image678,"('38.77194558828317', '-9.1741803249128')",Lumiar,Lisboa,Lisboa
1144,image679,"('38.7822954', '-9.1775885')",None,Lisboa,None
1145,image68,"('38.76237070878361', '-9.14541228618418')",São João de Brito,Lisboa,Lisboa
1146,image680,"('38.73496223208685', '-9.15671382832777')",São Sebastião da Pedreira,Lisboa,Lisboa
1147,image681,"('38.7710725216559', '-9.112514050594008')",Olivais,Lisboa,Lisboa
1148,image682,"('38.74175005636917', '-9.176858260844558')",None,Lisboa,Lisboa
1149,image683,"('38.75285227849604', '-9.139076131321477')",São João de Brito,Lisboa,Lisboa
1150,image684,"('38.73333547017021', '-9.183829082944598')",None,Lisboa,Lisboa
1151,image685,"('38.7415921', '-9.1706958')",São Domingos de Benfica,Lisboa,Lisboa
1152,image686,"('38.74704184442513', '-9.150228164053571')",Alvalade,Lisboa,Lisboa
1153,image687,"('38.76372916315799', '-9.125019649467838')",Olivais,Lisboa,Lisboa
1154,image688,"('38.77241529359519', '-9.190288599694394')",Carnide,Lisboa,Lisboa
1155,image689,"('38.78106725996463', '-9.165335585870011')",Lumiar,Lisboa,Lisboa
1156,image69,"('38.75805721249187', '-9.136486824685436')",São João de Brito,Lisboa,Lisboa
1157,image690,"('38.79029422203079', '-9.146131495465543')",None,Lisboa,"Camarate, Unhos e Apelação"
1158,image691,"('38.76217887825845', '-9.153255716078212')",Lumiar,Lisboa,Lisboa
1159,image692,"('38.77123103473842', '-9.162475858636736')",Lumiar,Lisboa,Lisboa
1160,image693,"('38.7740197393793', '-9.178995223750437')",Lumiar,Lisboa,Lisboa
1161,image694,"('38.7511694', '-9.1793802')",São Domingos de Benfica,Lisboa,Lisboa
1162,image695,"('38.7801219154011', '-9.17124290488431')",Lumiar,Lisboa,Lisboa
1163,image696,"('38.77837248779822', '-9.16405680889733')",Lumiar,Lisboa,Lisboa
1164,image697,"('38.7360486', '-9.1726186')",Campolide,Lisboa,Lisboa
1165,image698,"('38.7467208', '-9.1303334')",None,Lisboa,Lisboa
1166,image699,"('38.7542123613123', '-9.171646012812147')",São Domingos de Benfica,Lisboa,Lisboa
