ACCIDENTNU,ACCIDENTDA,ACCIDENT_L,IMPACT_LOC,COLLISION_,ENVIRONMEN,LIGHT,geo,N_SIGNS,TRAFFIC_VOLUME,ADVANCE CROSSING MARKING,BIKE BOX,BIKE/EDGE LINE,CENTRE LINE,CROSSWALK LINE,GREEN SHARED-USE,LANE DIVIDER,RR TRACK STOP LINE,SCHOOL CROSSWALK LINE,SHARROW,SPEED HUMP,STOP LINE,TRAIL CROSSING,TURNING ARROW,TWO WAY LEFT TURN,YIELD LINE,TOTAL_MARKINGS,avg_lanes,avg_pav_with,avg_row_width,avg_off_class,avg_speed_limit,avg_shape_length
06-166915,2006-12-29,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4879176834346 43.4470475332691),2,1028.0,2,0,0,12,6,0,0,2,0,1,0,19,0,0,0,0,42,49,173.0,301.0,109,950,2062.0006760985525
06-166432,2006-12-29,01-Non intersection,10-Not on roadway - left side,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.50872223478601 43.4500486157158),1,0,2,0,0,14,1,0,3,2,0,0,0,16,0,3,0,0,41,18,77.0,148.0,44,500,1413.0928464893345
06-166687,2006-12-29,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.48181513985359 43.4537183398094),4,20318.0,0,0,4,45,23,0,18,0,1,2,0,49,0,20,0,0,162,112,426.0,758.0,232,2000,4407.461465171045
06-167003,2006-12-30,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5271411948564 43.424610172526),0,0,0,0,0,10,2,2,0,0,0,0,0,10,0,0,0,0,24,18,89.0,180.0,54,450,1365.206304978854
06-167172,2006-12-31,01-Non intersection,09-Right shoulder,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.55976030542961 43.4281887512845),3,36934.0,1,1,24,56,23,6,54,2,0,0,1,71,0,55,0,13,307,180,670.0,1717.0,332,3200,14429.567757792742
07-000379,2007-01-01,04-At/near private drive,09-Right shoulder,MIDBLOCK,01-Clear,05-Dusk,MULTIPOINT (-80.43312026311391 43.3930935911061),0,0,0,0,9,27,0,0,12,0,1,0,28,24,0,24,0,0,125,44,176.0,382.0,69,750,3005.219085713725
07-000617,2007-01-02,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4474507320263 43.4424019662376),1,0,0,0,0,26,10,0,7,0,0,0,0,24,0,5,0,0,72,35,178.0,332.0,102,850,2791.6017371786324
07-001154,2007-01-03,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4997044275292 43.4394359511545),1,0,0,1,26,42,28,4,19,0,0,0,0,62,0,40,14,0,236,121,527.0,1184.0,195,2340,5177.659149994738
07-000959,2007-01-03,01-Non intersection,09-Right shoulder,INTERSECTION,01-Clear,03-Dawn,MULTIPOINT (-80.4963066588839 43.4077802830626),0,0,0,0,24,50,2,0,2,0,0,0,0,46,0,1,0,0,125,94,442.0,842.0,153,1990,4376.289813897939
07-000971,2007-01-03,01-Non intersection,09-Right shoulder,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4869637943163 43.4655622112586),0,0,2,0,1,59,18,0,0,2,0,0,0,54,1,0,0,0,137,62,264.0,540.0,186,1550,4651.45243488329
07-000963,2007-01-03,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.52936070618161 43.4213526027859),0,0,0,0,15,36,2,0,4,0,0,0,0,32,0,6,0,0,95,92,345.0,627.0,126,1250,3691.24033335651
07-001396,2007-01-04,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.5445119747355 43.4419050290152),0,0,1,1,14,36,8,3,13,2,0,0,1,41,0,23,0,0,143,49,223.0,490.0,110,1150,5743.061847130154
07-001605,2007-01-04,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,05-Dusk,MULTIPOINT (-80.4424187992597 43.4234002432573),0,0,2,0,6,61,9,0,27,0,0,0,0,68,0,38,0,0,211,95,411.0,718.0,229,1880,7226.19814017365
07-001935,2007-01-05,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,02-Rain,"08-Dark, artificial",MULTIPOINT (-80.5396613907354 43.4156537518819),0,0,0,0,0,18,0,0,0,0,0,0,0,20,0,0,0,0,38,32,152.0,316.0,74,700,2296.2396769158604
07-002067,2007-01-05,03-At intersection,12-Off highway,INTERSECTION,02-Rain,"04-Dawn, artificial",MULTIPOINT (-80.4965640368769 43.4312634758444),1,9580.0,0,0,9,31,21,0,41,0,1,0,0,56,0,45,0,26,230,168,541.0,1799.0,249,2170,12874.597007451912
07-002393,2007-01-06,04-At/near private drive,02-Thru lane,INTERSECTION,02-Rain,01-Daylight,MULTIPOINT (-80.5101841270139 43.4381917033922),3,36024.0,0,0,1,26,14,3,22,0,0,0,0,40,0,32,0,0,138,84,294.5,705.0,150,1250,6417.7179194716855
07-002377,2007-01-06,04-At/near private drive,02-Thru lane,INTERSECTION,02-Rain,05-Dusk,MULTIPOINT (-80.4710640202469 43.4248266559218),0,530.0,1,0,2,4,0,0,2,0,0,0,0,10,0,3,0,0,22,8,43.0,86.0,24,200,952.662146587665
07-002805,2007-01-07,04-At/near private drive,99-Other,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.4707322855794 43.445521650252),7,58274.0,0,0,0,35,19,0,9,1,1,3,8,59,0,16,0,0,151,166,594.0,997.0,227,2100,5904.4632421818305
07-003411,2007-01-08,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.5230267640604 43.4465650354056),3,8566.0,0,0,2,25,3,0,5,0,0,0,0,32,0,16,0,0,83,90,321.0,602.0,138,1230,4590.127115937619
07-003285,2007-01-09,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,07-Dark,MULTIPOINT (-80.4557635451779 43.4315600218776),0,0,0,0,0,23,1,0,0,0,2,0,0,21,0,0,0,0,47,24,109.0,240.0,72,590,1485.9698732946395
07-003512,2007-01-09,04-At/near private drive,02-Thru lane,INTERSECTION,03-Snow,"06-Dusk, artificial",MULTIPOINT (-80.5169945442686 43.451888379849),0,0,1,4,59,70,36,12,38,2,0,0,1,84,0,114,15,0,436,120,502.0,982.0,158,2050,7949.1572307495635
07-003272,2007-01-09,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,07-Dark,MULTIPOINT (-80.45461920090661 43.4312000672209),0,0,0,0,0,25,1,0,0,0,2,0,0,23,0,0,0,0,51,26,118.0,260.0,78,620,1812.0985056368022
07-003803,2007-01-10,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4911609073379 43.4363047090523),0,0,0,0,0,38,31,2,22,0,1,0,0,61,0,31,0,0,186,61,310.0,656.0,129,1350,4702.119424023766
07-004082,2007-01-10,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.43727255098349 43.382746092428),0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,18,17,85.0,176.0,54,450,1909.0302535844849
07-003791,2007-01-10,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4568902478598 43.431932307336),0,0,0,0,0,24,1,0,0,0,2,0,0,22,0,0,0,0,49,27,131.0,298.0,84,690,1797.194404873028
07-003710,2007-01-10,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.51032867987 43.4542444556577),0,0,3,1,14,55,10,3,26,4,0,4,1,70,0,56,0,0,247,66,288.0,634.0,152,1550,7154.4065819727975
07-003855,2007-01-10,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.49352161530081 43.4164033122719),0,0,0,0,4,24,0,0,2,0,1,0,32,14,0,0,0,0,77,34,175.0,351.0,80,840,2031.4140313948042
07-003723,2007-01-10,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.5109317160279 43.454696993062),2,0,2,0,0,23,3,0,15,2,0,4,0,36,0,38,0,0,123,26,111.0,242.0,71,650,2034.0193053930857
07-003776,2007-01-10,01-Non intersection,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.4348414719725 43.4308819850144),0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,16,16,72.0,166.0,48,400,1107.4704308816458
07-003702,2007-01-10,99-Other,11-Not on roadway - right side,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4323931578719 43.3866330911576),3,0,0,0,0,9,0,0,0,0,0,0,0,13,0,0,0,0,22,21,104.0,237.0,66,550,1499.3535834980075
07-004205,2007-01-11,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5120340931274 43.4250845988469),0,0,0,0,0,26,2,0,3,0,0,0,24,23,0,10,0,0,88,36,180.0,362.0,90,900,3302.1016989559685
07-004149,2007-01-11,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4424187992597 43.4234002432573),0,0,2,0,6,61,9,0,27,0,0,0,0,68,0,38,0,0,211,95,411.0,718.0,229,1880,7226.19814017365
07-006147,2007-01-13,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4890821390927 43.4389386761806),1,0,6,0,2,19,11,0,7,5,0,0,0,24,0,14,0,0,88,30,120.0,215.0,56,750,3253.8205431972287
07-005026,2007-01-13,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4703822966336 43.453347565487),0,0,0,0,0,40,2,0,4,0,0,0,0,40,0,7,0,0,93,50,244.0,596.0,138,1150,3056.060314145046
07-004887,2007-01-13,02-Intersection related,11-Not on roadway - right side,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4471024645613 43.423770734118),0,0,0,0,0,40,5,0,17,0,1,0,20,40,0,29,0,0,152,69,288.0,510.0,147,1280,4886.446233981463
07-004852,2007-01-13,02-Intersection related,12-Off highway,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.49401254660469 43.4527457457265),3,722.0,2,0,0,25,15,0,6,0,0,12,0,39,0,13,0,0,112,45,229.0,384.0,117,1000,2131.698248616088
07-005672,2007-01-14,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.49145368951039 43.4476135242246),4,8890.0,0,0,0,10,12,0,5,0,0,21,0,22,0,4,0,0,74,42,171.0,308.0,108,950,1784.957635911601
07-005636,2007-01-14,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4854140821418 43.4544809629904),2,0,0,0,25,42,24,0,16,0,0,2,0,47,0,20,0,0,176,61,271.0,502.0,111,1250,3068.2590912813457
07-005429,2007-01-14,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.5209185205281 43.4425817329308),3,8566.0,0,0,2,15,5,0,4,0,0,0,0,30,0,14,0,0,70,80,274.5,490.0,126,1050,4238.24286119194
07-005418,2007-01-14,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.5296302598242 43.4240767093543),0,0,0,0,15,42,2,0,4,0,0,0,0,38,0,6,0,0,107,98,370.0,687.0,144,1400,4198.200177252516
07-005507,2007-01-14,04-At/near private drive,12-Off highway,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.4301412778332 43.4292568380504),1,6572.0,0,0,0,29,5,0,2,0,0,0,20,31,0,11,0,14,112,88,300.0,698.0,168,1450,5906.992524903237
07-005410,2007-01-14,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.529027393961 43.418781996498),0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,17,17,84.0,203.0,54,450,937.4892203752167
07-005402,2007-01-14,01-Non intersection,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.4152001380308 43.4319073513283),0,0,0,0,0,28,0,0,1,1,0,0,4,27,0,1,0,0,62,42,201.0,435.0,100,1050,3795.489416392163
07-005860,2007-01-15,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.4432252808858 43.4490975377531),7,6402.0,0,0,22,53,8,0,36,0,0,0,0,67,0,51,0,0,237,107,459.0,1031.0,222,1850,7146.514700834365
07-005684,2007-01-15,02-Intersection related,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.50187664038 43.4383712114967),0,0,0,1,26,35,24,4,15,0,0,0,0,52,0,37,14,0,208,105,462.0,944.0,150,1930,4635.305245528912
07-005737,2007-01-15,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4394143560326 43.4609741142931),0,0,0,0,50,23,7,0,7,0,0,6,28,24,0,14,0,0,159,50,186.0,377.0,60,760,2587.014755134547
07-005632,2007-01-15,04-At/near private drive,02-Thru lane,MIDBLOCK,04-Freezing Rain,"04-Dawn, artificial",MULTIPOINT (-80.4850115708537 43.4434761351593),0,16866.0,2,0,0,28,21,0,4,3,0,0,0,46,0,8,0,0,112,137,499.0,1228.0,234,2050,6267.574949748055
07-005769,2007-01-15,02-Intersection related,02-Thru lane,INTERSECTION,05-Drifting Snow,01-Daylight,MULTIPOINT (-80.43759076091339 43.3935577368023),0,0,0,0,10,35,0,0,13,0,3,0,32,32,0,23,0,0,148,55,230.0,520.0,81,990,3385.750035265167
07-006116,2007-01-16,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4834355873955 43.4473369881122),15,247638.0,2,0,1,56,20,0,29,0,0,31,0,75,0,44,0,0,258,191,747.0,2374.0,310,2800,10214.218710232433
07-006111,2007-01-16,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4911609073379 43.4363047090523),0,0,0,0,0,38,31,2,22,0,1,0,0,61,0,31,0,0,186,61,310.0,656.0,129,1350,4702.119424023766
07-008410,2007-01-16,03-At intersection,04-Right turn lane,INTERSECTION,01-Clear,05-Dusk,MULTIPOINT (-80.49844588226441 43.4662131520451),0,0,0,0,30,42,18,0,12,0,0,2,0,43,0,18,0,0,165,70,305.0,618.0,96,1300,3527.4444774055037
07-006087,2007-01-16,01-Non intersection,10-Not on roadway - left side,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.529027393961 43.418781996498),0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,17,17,84.0,203.0,54,450,937.4892203752167
07-006181,2007-01-16,04-At/near private drive,03-Left turn lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.49218870632239 43.446884600653),4,25756.0,0,0,0,30,28,0,8,1,0,21,0,54,0,12,0,0,154,159,600.0,1405.0,284,2500,6287.484829620136
07-008550,2007-01-17,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4835439451269 43.4489380932361),0,68.0,0,0,0,11,4,0,3,0,0,8,0,16,0,6,0,0,48,20,91.0,154.0,66,550,1127.2493644832894
07-006492,2007-01-17,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.50187664038 43.4383712114967),0,0,0,1,26,35,24,4,15,0,0,0,0,52,0,37,14,0,208,105,462.0,944.0,150,1930,4635.305245528912
07-007042,2007-01-18,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,07-Dark,MULTIPOINT (-80.4546751124207 43.4586801291329),7,6402.0,0,0,22,50,8,0,35,0,0,0,0,58,0,47,0,0,220,104,450.0,1031.0,212,1780,8077.627476330659
07-006967,2007-01-18,04-At/near private drive,02-Thru lane,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4427608167813 43.421076613897),7,3968.0,0,0,0,34,6,0,29,0,0,0,0,30,0,34,0,0,133,81,306.0,512.0,139,1130,5783.215041060032
07-007185,2007-01-18,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.5003231156613 43.4350849474903),0,0,0,0,0,11,2,0,0,0,0,0,0,12,0,0,0,0,25,10,44.0,90.0,30,250,628.2918916442226
07-007159,2007-01-19,04-At/near private drive,11-Not on roadway - right side,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.52403004807471 43.452774219621),4,8566.0,0,0,2,27,5,0,15,0,0,0,0,63,0,31,0,0,143,126,407.0,841.0,198,1700,5068.39453524833
07-007318,2007-01-19,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4655093856361 43.4344491240534),0,0,0,0,0,8,1,0,1,0,0,0,8,8,0,5,0,0,31,24,119.0,248.0,72,650,1333.0989261155917
07-007324,2007-01-19,01-Non intersection,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.4481653979205 43.4452364462593),1,0,0,0,0,27,9,0,8,0,0,0,0,25,0,5,0,0,74,40,211.0,402.0,120,1000,2671.3106208036047
07-007386,2007-01-19,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4834355873955 43.4473369881122),15,247638.0,2,0,1,56,20,0,29,0,0,31,0,75,0,44,0,0,258,191,747.0,2374.0,310,2800,10214.218710232433
07-007365,2007-01-19,02-Intersection related,10-Not on roadway - left side,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.5193580262427 43.4202311488273),0,0,0,0,0,23,0,0,0,0,1,0,0,15,0,0,0,0,39,26,126.0,250.0,78,650,1778.3457525115077
07-007457,2007-01-19,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.4889980132553 43.429537631366),1,9580.0,0,0,9,20,13,0,27,0,0,0,0,32,0,28,0,26,155,146,444.0,1589.0,210,1760,11019.087473254192
07-008456,2007-01-20,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.497320846867 43.4238461014499),0,0,0,0,0,7,1,0,0,0,0,0,8,8,0,0,0,0,24,20,108.0,243.0,66,550,1494.3346951549775
07-007722,2007-01-20,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5178546049147 43.4405260101315),3,21994.0,1,2,2,23,31,3,16,2,0,5,0,41,0,12,0,3,141,119,385.0,718.0,175,1500,5839.7420277501815
07-007732,2007-01-20,01-Non intersection,10-Not on roadway - left side,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.4362813663095 43.4412526142412),7,6402.0,0,0,26,66,9,0,37,0,0,0,0,72,0,47,0,0,257,115,504.0,1107.0,210,2050,8560.03900585759
07-007950,2007-01-20,02-Intersection related,02-Thru lane,INTERSECTION,05-Drifting Snow,"08-Dark, artificial",MULTIPOINT (-80.50052474307731 43.4471803260645),0,0,2,0,0,29,2,0,13,2,0,13,4,37,0,36,0,2,140,35,150.0,314.0,107,800,2423.1116813468575
07-007579,2007-01-20,01-Non intersection,08-Left shoulder,MIDBLOCK,03-Snow,"06-Dusk, artificial",MULTIPOINT (-80.4424187992597 43.4234002432573),0,0,2,0,6,61,9,0,27,0,0,0,0,68,0,38,0,0,211,95,411.0,718.0,229,1880,7226.19814017365
07-009686,2007-01-20,03-At intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.4422397688672 43.3927007708413),2,0,0,0,23,40,3,0,11,0,1,0,0,26,0,17,0,0,121,53,209.0,580.0,100,1010,4260.849024608759
07-008142,2007-01-21,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.55976030542961 43.4281887512845),3,36934.0,1,1,24,56,23,6,54,2,0,0,1,71,0,55,0,13,307,180,670.0,1717.0,332,3200,14429.567757792742
07-008075,2007-01-21,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.5123303973766 43.4439364935386),0,0,0,3,45,41,28,9,25,0,0,0,0,50,0,91,15,0,307,82,333.0,612.0,84,1200,3116.6779255595275
07-008203,2007-01-21,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.5007724141736 43.4378321662374),0,0,0,1,26,31,18,4,14,0,0,0,0,46,0,37,14,0,191,97,426.0,859.0,120,1740,4100.5358345135155
07-008614,2007-01-21,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.43171467693359 43.398505977717),0,0,0,0,10,41,0,0,10,0,1,0,16,37,0,22,0,0,137,63,255.0,533.0,127,1110,5348.9924211903935
07-008505,2007-01-22,02-Intersection related,02-Thru lane,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.47708416060379 43.4443012018277),13,247638.0,2,0,1,82,38,0,41,0,1,25,0,113,0,63,0,0,366,230,956.0,2841.0,403,3650,13402.326888206991
07-008650,2007-01-22,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.4226565024547 43.3769296004784),0,0,0,0,0,16,0,0,0,0,0,0,0,10,0,0,0,0,26,54,256.0,532.0,153,1350,3179.398882053196
07-008674,2007-01-22,01-Non intersection,11-Not on roadway - right side,MIDBLOCK,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.55399744817819 43.4188517733954),0,910.0,0,0,9,9,3,0,23,0,0,0,0,7,0,7,0,13,71,70,259.0,768.0,144,1400,4208.806795997356
07-008847,2007-01-22,01-Non intersection,02-Thru lane,MIDBLOCK,01-Clear,01-Daylight,MULTIPOINT (-80.50450382298681 43.4039859063308),0,0,0,0,1,20,0,0,2,0,1,0,0,25,0,3,0,0,52,36,177.0,432.0,114,950,2318.1248562813803
07-008375,2007-01-22,01-Non intersection,11-Not on roadway - right side,INTERSECTION,03-Snow,07-Dark,MULTIPOINT (-80.4608298773001 43.3956153417213),0,0.0,0,0,13,30,2,0,58,0,0,0,0,36,0,46,0,0,185,72,350.0,1006.0,199,1750,8017.160119832061
07-009294,2007-01-23,01-Non intersection,09-Right shoulder,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.48239517590839 43.4229238297072),0,0,0,0,1,21,2,0,5,0,2,0,24,20,0,4,0,0,79,26,135.0,261.0,62,570,2108.9494207637795
07-011957,2007-01-23,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.54142935218 43.4196930197842),0,0,0,0,15,32,1,0,4,0,0,0,0,28,0,6,0,0,86,86,320.0,563.0,108,1100,3384.58165507176
07-009765,2007-01-23,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,07-Dark,MULTIPOINT (-80.4798675513357 43.4158949554862),0,0,0,0,87,33,6,0,75,1,0,0,0,41,0,38,0,22,303,126,514.0,1061.0,146,1850,9664.672777219197
07-008784,2007-01-23,03-At intersection,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.46844156502731 43.4108384812226),0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,5,18,86.0,180.0,52,450,1657.1047011987907
07-009597,2007-01-23,02-Intersection related,01-Within intersection,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.50237601020829 43.4286112782966),0,0,0,0,0,48,6,0,3,0,1,0,24,43,0,10,0,0,135,56,266.0,560.0,128,1360,5374.262353408887
07-009134,2007-01-24,01-Non intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.47566831256501 43.4172352651916),0,0,0,0,52,15,3,0,31,1,1,0,16,18,0,6,0,22,165,66,290.0,678.0,100,1190,4854.977875806558
07-009550,2007-01-24,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.47428464259239 43.4950138796812),0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,28,40,186.0,490.0,132,1100,2222.0894758510135
07-011555,2007-01-24,04-At/near private drive,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.4797862208665 43.4517820594292),0,0,0,0,0,25,5,0,2,0,1,1,0,32,0,4,0,0,70,42,144.0,336.0,126,1050,2215.308431681745
07-009536,2007-01-25,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.5378111756235 43.4256068072624),0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,38,32,142.0,320.0,88,760,1741.1379630779986
07-009560,2007-01-25,03-At intersection,01-Within intersection,INTERSECTION,01-Clear,01-Daylight,MULTIPOINT (-80.50361153742899 43.4365581595701),0,0,0,4,71,60,48,13,39,0,0,0,0,87,0,128,29,0,479,167,709.0,1357.0,174,2640,6451.5985819022135
07-010034,2007-01-25,04-At/near private drive,02-Thru lane,MIDBLOCK,01-Clear,07-Dark,MULTIPOINT (-80.4367040550068 43.3814872755756),0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,12,13,64.0,132.0,42,350,1495.0554275405116
07-010472,2007-01-26,01-Non intersection,11-Not on roadway - right side,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.44577033776341 43.3951909163447),5,0,0,0,31,63,3,0,21,0,2,0,12,46,0,39,0,0,217,87,331.0,805.0,133,1460,6173.240122651272
07-010012,2007-01-26,03-At intersection,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.4931712457182 43.4388710070444),1,0,0,0,0,26,21,2,11,0,0,0,0,40,0,12,0,0,112,46,225.0,569.0,105,1100,2855.429959957111
07-010025,2007-01-26,01-Non intersection,02-Thru lane,MIDBLOCK,03-Snow,01-Daylight,MULTIPOINT (-80.5099032912288 43.4543950301863),0,0,3,1,14,58,10,3,26,4,0,4,1,72,0,56,0,0,252,68,295.0,646.0,158,1600,7501.356979276384
07-010674,2007-01-27,01-Non intersection,02-Thru lane,INTERSECTION,01-Clear,"02-Daylight, artificial",MULTIPOINT (-80.4931712457182 43.4388710070444),1,0,0,0,0,26,21,2,11,0,0,0,0,40,0,12,0,0,112,46,225.0,569.0,105,1100,2855.429959957111
07-010725,2007-01-27,03-At intersection,10-Not on roadway - left side,INTERSECTION,03-Snow,"08-Dark, artificial",MULTIPOINT (-80.485792003612 43.4636821789474),0,0,0,0,0,10,8,0,0,0,0,0,0,9,0,0,0,0,27,14,61.0,112.0,42,350,712.24466597974
07-010881,2007-01-28,02-Intersection related,02-Thru lane,INTERSECTION,03-Snow,01-Daylight,MULTIPOINT (-80.5424357215324 43.4229583897094),0,0,0,0,15,47,1,0,4,0,1,0,1,41,0,6,0,0,116,108,431.0,787.0,174,1650,4102.911632995621
07-011028,2007-01-28,01-Non intersection,12-Off highway,MIDBLOCK,01-Clear,"08-Dark, artificial",MULTIPOINT (-80.4605267233057 43.4688400683528),0,0,4,0,5,9,1,0,9,2,0,0,0,5,0,1,0,0,36,21,118.0,239.0,48,450,4727.17605868529
07-010993,2007-01-28,01-Non intersection,02-Thru lane,INTERSECTION,06-Strong wind,01-Daylight,MULTIPOINT (-80.4586917717436 43.4591425878632),7,6402.0,0,0,22,47,8,0,34,0,0,0,0,53,0,45,0,0,209,93,395.0,891.0,180,1500,6749.4715279373895
