OBJECTID,TRAFFICMARKINGID,CREATE_DATE,UPDATE_DATE,STATUS,STATUS_DATE,SOURCE,SOURCE_DATE,CATEGORY,SUBCATEGORY,LOCATION_DESCRIPTION,LAST_YEAR_PAINTED,TIME_OF_WORK,ROADSEGMENTID,OWNERSHIP,Shape__Length
12256,5126,2012/10/12 12:29:49+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,RIVER RD E AT LORRAINE AVE,2016,,,KITCHENER,11.7554380739949
12257,5127,2012/10/12 12:30:48+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,LANE DIVIDER,,RIVER RD E AT LORRAINE AVE,2016,,,KITCHENER,105.092722886717
12258,5128,2012/10/12 12:31:47+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,BIRKSHIRE CRT AT LORRAINE AVE,,,,KITCHENER,6.84048366722259
12259,5129,2012/10/12 12:32:57+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,BAIRD AVE AT LORRAINE AVE,,,,KITCHENER,5.49153137109837
12260,5130,2012/10/12 12:33:36+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,BAIRD AVE AT LORRAINE AVE,,,,KITCHENER,24.2981607267687
12261,5131,2012/10/12 12:34:12+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,BIRKSHIRE CRT AT LORRAINE AVE,,,,KITCHENER,20.0705894640306
12262,5132,2012/10/12 12:34:59+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,CARSON DR AT LORRAINE AVE,,,,KITCHENER,6.20027339273626
12263,5133,2012/10/12 12:35:39+00,2019/11/27 08:43:17+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,CARSON DR AT LORRAINE AVE,,,,KITCHENER,37.9002166292898
12264,5134,2012/10/12 12:38:05+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,STRATHCONA CRES AT CARSON DR,,,,KITCHENER,6.79975256351
12265,5135,2012/10/12 12:38:51+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,STRATHCONA CRES AT CARSON DR,,,,KITCHENER,27.6730554030313
12266,5136,2012/10/12 12:40:21+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,STRATHCONA CRES AT STRATHCONA CRES,,,,KITCHENER,6.30981727394605
12267,5137,2012/10/12 12:41:09+00,2019/11/27 08:43:17+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,STRATHCONA CRES AT STRATHCONA CRES,,,,KITCHENER,21.513610454941
12268,5138,2012/10/12 12:41:55+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,STRATHCONA CRES AT AMBER DR,,,,KITCHENER,6.81808633143382
12269,5139,2012/10/12 12:42:31+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,AMBER DR AT STRATHCONA CRES,,,,KITCHENER,28.4848738984143
12270,5140,2012/10/12 12:43:12+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CROSSWALK LINE,,AMBER DR AT CONFEDERATION DR,,,,KITCHENER,16.2380845119656
12271,5141,2012/10/12 12:44:01+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,AMBER DR AT CONFEDERATION DR,,,,KITCHENER,6.31264270371829
12272,5142,2012/10/12 12:44:33+00,2019/11/27 08:43:25+00,ACTIVE,2014/07/16 11:52:09+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,AMBER DR AT CONFEDERATION DR,,,,KITCHENER,21.4283414281848
12273,5143,2012/10/12 12:45:50+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,HALIFAX DR CONFEDERATION DR,,,,KITCHENER,27.0638543523606
12274,5144,2012/10/12 12:46:37+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,TUPPER CRES AT CONFEDERATION DR,,,,KITCHENER,6.45548977129101
12275,5145,2012/10/12 12:47:20+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,TUPPER CRES AT CONFEDERATION DR,,,,KITCHENER,27.2346319125429
12276,5146,2012/10/12 12:48:20+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,TUPPER CRT TUPPER CRES,,,,KITCHENER,6.13301575873909
12277,5147,2012/10/12 12:48:58+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,TUPPER CRT AT TUPPER CRES,,,,KITCHENER,19.1658620836728
12278,5148,2012/10/12 12:50:03+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,TUPPER CRES AT CONFEDERATION DR,,,,KITCHENER,6.70981189719977
12279,5149,2012/10/12 12:50:50+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,TUPPER CRES AT CONFEDERATION DR,,,,KITCHENER,23.2137758793261
12280,5150,2012/10/12 12:52:06+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,CONFEDERATION DR AT LORRAINE AVE,,,,KITCHENER,6.19577544594362
12281,5151,2012/10/12 12:52:41+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,CONFEDERATION DR LORRAINE AVE,,,,KITCHENER,27.8765081418024
12282,5152,2012/10/12 12:53:42+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,CHAMPLAIN CRES AT CONFEDERATION DR,,,,KITCHENER,5.83856852597659
12283,5153,2012/10/12 12:54:31+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,CHAMPLAIN CRES AT CONFEDERATION DR,,,,KITCHENER,22.724792547811
12284,5154,2012/10/12 12:56:12+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,CONFEDERATION DR AT CARSON DR,,,,KITCHENER,6.48213920226114
12285,5155,2012/10/12 12:56:47+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,CONFEDERATION DR AT CARSON DR,,,,KITCHENER,32.9456750148805
12286,5156,2012/10/12 12:57:36+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,TILLEY CRT AT CARSON DR,,,,KITCHENER,6.21835790460259
12287,5157,2012/10/12 12:58:07+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,TILLEY CRT AT CARSON DR,,,,KITCHENER,18.7896160508083
12288,5158,2012/10/12 12:58:46+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,WOLFES CRT AT CARSON DR,,,,KITCHENER,6.06695529876524
12289,5159,2012/10/12 12:59:21+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,WOLFES CRT AT CARSON DR,,,,KITCHENER,23.1654154082505
12290,5160,2012/10/12 13:00:12+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,CHAMPLAIN CRES AT CARSON DR,,,,KITCHENER,24.9433612481489
12291,5161,2012/10/12 13:01:10+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,LICHTY CRES AT CARSON DR,,,,KITCHENER,7.39649490601967
12292,5162,2012/10/12 13:01:44+00,2019/11/27 08:43:17+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,LICHTY CRES AT CARSON DR,,,,KITCHENER,25.0690071193984
12293,5163,2012/10/12 13:02:23+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,CARSON DR AT NATCHEZ RD                          ,2016,,,KITCHENER,6.04510063726319
12294,5164,2012/10/12 13:03:58+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,BIKE/EDGE LINE,,CARSON DR FROM CHAMPLAIN CRES TO NATCHEZ RD,2016,,,KITCHENER,640.082662238227
12295,5165,2012/10/12 13:05:19+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,NATCHEZ RD AT CARSON DR,2016,,,KITCHENER,85.3152439303362
12296,5166,2012/10/12 13:06:13+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,MATTHEW ST AT NATCHEZ RD,,,,KITCHENER,28.2872489576996
12297,5167,2012/10/12 13:06:55+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,MATTHEW CRT AT MATTHEW ST,,,,KITCHENER,7.16143307451842
12298,5168,2012/10/12 13:07:31+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,MATTHEW CRT AT MATTHEW ST,,,,KITCHENER,28.6175425352749
12299,5169,2012/10/12 13:08:23+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,MARKETA CRES AT MATTHEW ST,,,,KITCHENER,7.98780463738531
12300,5170,2012/10/12 13:08:57+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2010,2012/10/12 00:00:00+00,CENTRE LINE,,MARKETA CRES AT MATTHEW ST,,,,KITCHENER,27.375843583122
12301,5171,2012/10/12 13:09:44+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,SUNRISE DR AT MATTHEW ST,,,,KITCHENER,8.21755196758007
12302,5172,2012/10/12 13:10:16+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,SUNRISE DR AT MATTHEW ST,,,,KITCHENER,28.3564775656008
12303,5173,2012/10/12 13:10:57+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,MATTHEW ST AT ROTHSAY AVE,,,,KITCHENER,5.80300146712758
12304,5174,2012/10/12 13:11:38+00,2019/11/27 08:43:17+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,MATTHEW ST AT ROTHSAY AVE,,,,KITCHENER,26.0609266382021
12305,5175,2012/10/12 13:12:26+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,ROTHSAY AVE AT NATCHEZ RD,,,,KITCHENER,7.53887239085557
12306,5176,2012/10/12 13:12:56+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,ROTHSAY AVE AT NATCHEZ RD,,,,KITCHENER,37.5686491429834
12307,5177,2012/10/12 13:13:30+00,2019/11/27 08:43:17+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,ROTHSAY AVE AT NATCHEZ RD,,,,KITCHENER,5.85763268989482
12308,5178,2012/10/12 13:14:05+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,ROTHSAY AVE AT NATCHEZ RD,,,,KITCHENER,28.8871181989774
12309,5179,2012/10/12 13:14:46+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2010,2012/10/12 00:00:00+00,BIKE/EDGE LINE,,NATCHEZ RD FROM ROTHSAY AVE TO CARSON DR,2016,,,KITCHENER,141.766812359944
12310,5180,2012/10/12 13:15:53+00,2019/11/27 20:04:30+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,NATCHEZ RD AT VICTORIA ST N,2016,,,REGION,9.61310410250294
12311,5181,2012/10/12 13:16:31+00,2019/11/27 20:04:30+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,TURNING ARROW,,NATCHEZ RD AT VICTORIA ST N,2016,,,REGION,3.59669858639973
12312,5182,2012/10/12 13:17:19+00,2019/11/26 15:56:47+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CROSSWALK LINE,,NATCHEZ RD AT VICTORIA ST N,2016,,,REGION,43.508124863091
12313,5183,2012/10/12 13:18:21+00,2019/11/27 20:04:30+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,FORFAR AVE AT VICTORIA ST N,,,,REGION,7.43222285902936
12314,5184,2012/10/12 13:19:12+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,ROTHSAY AVE AT FORFAR AVE,,,,KITCHENER,5.42453450783852
12315,5185,2012/10/12 13:19:45+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,FORFAR AVE AT FORFAR AVE,,,,KITCHENER,5.23666735275593
12316,5186,2012/10/12 13:20:24+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,ROTHASAY AVE AT FORFAR AVE,,,,KITCHENER,27.1047207464202
12317,5187,2012/10/12 13:20:53+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,FORFAR AVE AT FORFAR AVE,,,,KITCHENER,25.3165052051306
12318,5188,2012/10/12 13:21:41+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,FORFAR CRT AT FORFAR AVE,,,,KITCHENER,6.94275643936834
12319,5189,2012/10/12 13:22:18+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,FORFAR CRT AT FORFAR AVE,,,,KITCHENER,15.687552715693
12320,5190,2012/10/12 13:23:14+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,APPLEWOOD AVE AT MONTEREY CRES,,,,KITCHENER,5.94413931344614
12321,5191,2012/10/12 13:23:50+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,APPLEWOOD AVE AT MONTEREY CRES,,,,KITCHENER,17.956127666209
12322,5192,2012/10/12 13:24:43+00,2019/11/27 08:43:17+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,MONTEREY RD AT MANCHESTER RD,,,,KITCHENER,5.9303644295653
12323,5193,2012/10/12 13:25:23+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,MONTEREY RD AT MANCHESTER RD,,,,KITCHENER,14.7669198824551
12324,5194,2012/10/12 13:26:10+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,AVON RD AT MANCHESTER RD,,,,KITCHENER,6.62432942399469
12325,5195,2012/10/12 13:54:49+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,PEACHWOOD CRT AT MANCHESTER RD,,,,KITCHENER,6.41068066301735
12326,5196,2012/10/12 13:55:35+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,PEACHWOOD CRT AT MANCHESTER RD,,,,KITCHENER,20.5362060207881
12327,5197,2012/10/12 13:56:26+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,PEACHWOOD AVE AT MANCHESTER RD,,,,KITCHENER,6.95117608651006
12328,5198,2012/10/12 13:56:59+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,PEACHWOOD AVE AT MANCHESTER RD,,,,KITCHENER,18.6523649968095
12329,5199,2012/10/12 13:58:02+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,TANGLEWOOD AVE AT MANCHESTER RD,,,,KITCHENER,5.68004381682157
12330,5200,2012/10/12 13:58:48+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,TANGLEWOOD AVE AT MANCHESTER RD,,,,KITCHENER,24.1975144964378
12331,5201,2012/10/12 14:01:31+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,ELKINGTON DR AT MANCHESTER RD,,,,KITCHENER,6.55436686852653
12332,5202,2012/10/12 14:05:37+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,ELKINGTON DR AT MANCHESTER RD,,,,KITCHENER,30.4124594602269
12333,5203,2012/10/12 14:06:26+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,MANCHESTER RD AT RIVER RD E,,,,KITCHENER,21.6912332346096
12334,5204,2012/10/12 14:07:00+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,MANCHESTER RD AT RIVER RD E,,,,KITCHENER,20.5902445867055
12335,5205,2012/10/12 14:07:43+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CROSSWALK LINE,,NIAGARA RD AT RIVER RD E,,,,KITCHENER,15.6739426258157
12336,5206,2012/10/12 14:08:13+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,NIAGARA RD AT RIVER RD E,,,,KITCHENER,6.67420127710225
12337,5207,2012/10/12 14:08:45+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,NIAGARA RD AT RIVER RD E,,,,KITCHENER,26.3533876995776
12338,5208,2012/10/12 14:09:55+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,BIKE/EDGE LINE,,RIVER RD E FROM NIAGARA RD AT HALLIWELL DR,2016,,,KITCHENER,517.654072330023
12339,5209,2012/10/12 14:10:34+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,BIKE/EDGE LINE,,RIVER RD E FROM HALLIWELL DR AT LORRAINE AVE,2016,,,KITCHENER,68.9666461500428
12340,5210,2012/10/12 14:12:07+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,BIKE/EDGE LINE,,RIVER RD E FROM LORRAINE AVE TO HICKSON DR,2016,,,KITCHENER,468.000857425748
12341,5211,2012/10/12 14:13:07+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,BIKE/EDGE LINE,,RIVER RD E FROM GIBSON DR TO HICKSON DR,2016,,,KITCHENER,68.2092971750618
12342,5212,2012/10/12 14:13:57+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,GIBSON DR AT RIVER RD E,,,,KITCHENER,5.87576760104764
12343,5213,2012/10/12 14:14:29+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,GIBSON DR AT RIVER RD E,,,,KITCHENER,28.1686407280434
12344,5214,2012/10/12 14:15:03+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,BAIRD AVE AT GIBSON DR,,,,KITCHENER,6.41070246681694
12345,5215,2012/10/12 14:15:41+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,BAIRD AVE AT GIBSON DR,,,,KITCHENER,22.2163933375934
12346,5216,2012/10/12 14:16:26+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,BETTLEY CRES AT BAIRD AVE,,,,KITCHENER,5.71247701411802
12347,5217,2012/10/12 14:17:02+00,2019/11/27 08:43:28+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,BETTLEY CRES AT BAIRD AVE,,,,KITCHENER,23.9935634750161
12348,5218,2012/10/12 14:17:39+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,BETTLEY CRES AT BAIRD AVE,,,,KITCHENER,6.06164237170819
12349,5219,2012/10/12 14:18:12+00,2019/11/27 08:43:11+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,BETTLEY CRES AT BAIRD AVE,,,,KITCHENER,21.6241312980372
12350,5220,2012/10/12 14:20:19+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,BRECKENRIDGE DR AT GIBSON DR ,,,,KITCHENER,6.86827142945307
12351,5221,2012/10/12 14:21:01+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,BRECKENRIDGE DR AT GIBSON DR,,,,KITCHENER,18.9724821314744
12352,5222,2012/10/12 14:21:44+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,GIBSON CRT AT GIBSON DR,,,,KITCHENER,6.47246659545158
12353,5223,2012/10/12 14:22:15+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,GIBSON CRT AT GIBSON DR,,,,KITCHENER,19.5984826723017
12354,5224,2012/10/12 14:22:50+00,2019/11/27 08:43:02+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,OLD YORK CRES AT GIBSON DR,,,,KITCHENER,6.27785197219171
12355,5225,2012/10/12 14:23:24+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,OLD YORK CRES AT GIBSON DR,,,,KITCHENER,17.7338791249173
12356,5226,2012/10/12 14:29:53+00,2019/11/27 08:43:25+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,GIBSON DR AT MONTCALM DR,,,,KITCHENER,5.36018982908819
12357,5227,2012/10/12 14:30:32+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,GIBSON DR AT MONTCALM DR,,,,KITCHENER,24.1126740431295
12358,5228,2012/10/12 14:31:12+00,2019/11/27 08:43:22+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,HUDSON CRES AT MONTCALM DR,,,,KITCHENER,5.74206202416064
12359,5229,2012/10/12 14:31:48+00,2019/11/27 08:43:14+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,CENTRE LINE,,HUDSON CRES AT MONTCALM DR,,,,KITCHENER,27.4554139528052
12360,5230,2012/10/12 14:32:26+00,2019/11/27 08:43:17+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,TECUMSEH CRES AT MONTCALM DR,,,,KITCHENER,6.35281718477872
12361,5231,2012/10/12 14:33:16+00,2019/11/27 08:43:05+00,ACTIVE,2012/10/12 00:00:00+00,ORTHO 2012,2012/10/12 00:00:00+00,STOP LINE,,TECUMSEH CRES AT MONTCALM DR,,,,KITCHENER,6.35298364751285
