,STREET,LANES,CATEGORY,SUBCATEGORY,PAVEMENT_WIDTH,ROW_WIDTH,SHOULDER,FLOW_DIRECTION,SURFACE_LAYER_TYPE,OFFICIAL_ROAD_CLASSIFICATION,SPEED_LIMIT_KM,TRUCK_ACCESS,BUS_ROUTE,SERVICE_YEAR,Shape__Length
1342,CREST HAVEN ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2000.0,82.6365223299521
1343,PINE VALLEY DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2004.0,302.20098222388197
1344,CARWOOD AVE,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,2004.0,202.83274491464002
1345,DOON RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2004.0,228.844200877062
1346,CORNELL AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1954.0,419.13076373924696
1347,CONNAUGHT ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,2005.0,80.89041599572691
1348,CARWOOD AVE,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1962.0,255.226895209631
1349,SIMS ESTATE DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,191.62864729615399
1350,HUNTINGDALE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1985.0,153.930710378756
1351,OLDFIELD DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1985.0,134.96542255053302
1352,AMELIA ST,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,86.9550366336653
1353,YOUNG ST,1,ROAD,LOCAL,6.0,13.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2004.0,73.90057260858771
1354,ADMIRAL RD,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1954.0,409.48456142974294
1355,VICTORIA ST S,4,ROAD,MAJOR,14.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,205.859680824775
1356,VICTORIA ST S,3,ROAD,MAJOR,15.0,30.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,489.493179160595
1357,GREENBROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1964.0,101.68769280718
1358,ERINBROOK DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,1993.0,77.7951601165318
1359,ROLLING MEADOWS DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,81.1755048259996
1360,RIVER RD E,3,ROAD,MAJOR,15.0,30.0,PARTIALLY GRAVEL,TwoWay,PAVED,6,50,7-7 MON-SUN,N,,100.002636285517
1361,MOORLANDS CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,79.847725377788
1362,WEBER ST E,4,ROAD,MAJOR,15.0,24.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,89.43983061307729
1363,WEBER ST E,4,ROAD,MAJOR,15.0,24.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,89.0286807719244
1364,WEBER ST E,5,ROAD,MAJOR,15.0,24.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,88.2695190876326
1365,ST LEGER ST,2,ROAD,MINOR,8.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1985.0,122.036210379594
1366,QUEENS BLVD,2,ROAD,MAJOR,9.0,44.0,PAVED,ToFrom,PAVED,3,50,NO ACCESS,Y,1991.0,29.522970717817696
1367,QUEENS BLVD,2,ROAD,MAJOR,9.0,46.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1991.0,7.10621474630534
1368,QUEENS BLVD,2,ROAD,MAJOR,22.0,24.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1991.0,93.23879895184669
1369,MAUSSER AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1957.0,164.02441490306
1370,MAITLAND ST,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,73.3497103583166
1371,THOMAS SLEE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,119.835767832516
1372,COUNTRYSTONE CRES,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,81.6468054377007
1373,ACTIVA AVE,2,ROAD,MINOR,11.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,2003.0,77.87946174121491
1374,WESTMEADOW DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1994.0,110.013746905287
1375,WARREN RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1993.0,89.1713365660478
1376,WARREN RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1993.0,156.478606478452
1377,ROSEBANK CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1977.0,87.9178031813358
1378,KING ST E,3,ROAD,MAJOR,13.0,18.0,PAVED,TwoWay,PAVED,2,50,24HR,Y,2006.0,126.25143999202601
1379,DOON CREEK ST,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,85.165697216767
1380,DOON CREEK ST,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,129.21597442683398
1381,DUNSMERE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1974.0,166.89279783783599
1382,WOOLWICH ST,2,ROAD,MINOR,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,126.90666991921302
1383,DUMFRIES AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1952.0,495.58913028360803
1384,WINDSOR CRES,2,ROAD,LOCAL,6.0,12.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2005.0,120.03874020631099
1385,MILL PARK PL,2,ROAD,LOCAL,7.0,40.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1980.0,105.64351700523399
1386,WOODBINE AVE,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,308.968595692407
1387,BLUE SPRUCE CRT,2,ROAD,LOCAL,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1973.0,233.373472100507
1388,JUNIPER CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,157.902372910451
1389,CARWOOD CRES,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1959.0,116.615920423019
1390,IRA NEEDLES BLVD,4,ROAD,MAJOR,9.0,34.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,697.4616757802561
1391,IRA NEEDLES BLVD,4,ROAD,MAJOR,9.0,34.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,542.923213696195
1392,RIPLEY CRES,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,375.910564940392
1393,KEEWATIN AVE,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,65.8332696639132
1394,UNION BLVD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,148.582605172036
1395,WESTFOREST TRAIL,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1989.0,359.568763846679
1396,RAUCH CRT,1,BULB,LOCAL,8.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1990.0,73.2923626065442
1397,WATER ST N,2,ROAD,LOCAL,13.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,149.093634299875
1398,DESMOND ST,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,78.60442967281
1399,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,164.89331441794
1400,DEVON ST,1,ROAD,LOCAL,7.0,10.0,PAVED,ToFrom,PAVED,6,50,NO ACCESS,N,2005.0,81.7617216227743
1401,WINDRUSH TRAIL,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,1989.0,87.33715583115558
1402,ELM RIDGE DR,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1971.0,40.7256484288211
1403,BIRCHCLIFF AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1960.0,360.08019825626604
1404,WESTMOUNT RD E,4,ROAD,MAJOR,13.0,26.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-FRI,N,,86.8085301106358
1405,DEER RIDGE DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2002.0,50.58875742673511
1406,DEER RIDGE DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,40,NO ACCESS,N,2002.0,221.19342549716
1407,MASTER CRT,2,ROAD,LOCAL,7.0,40.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1998.0,90.8927432701147
1408,CEDARWOODS CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,269.362231950141
1409,HURON RD,2,ROAD,MAJOR,18.0,28.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,544.271135925934
1410,KING ST E,3,ROAD,MAJOR,10.0,22.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,928.2001193661699
1411,STRASBURG RD,4,ROAD,MAJOR,15.0,26.0,PAVED,TwoWay,PAVED,2,50,7-7 MON-SUN,Y,1963.0,760.184033246033
1412,HURON RD,4,ROAD,MAJOR,18.0,31.0,PAVED,TwoWay,PAVED,6,50,7-7 MON-SUN,N,,281.702583920661
1413,STAUFFER DR,2,ROAD,MINOR,7.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1875.0,474.177163801751
1414,STAUFFER DR,2,ROAD,MINOR,6.0,12.0,GRAVEL,TwoWay,PAVED,7,50,NO ACCESS,N,1875.0,701.2066836301759
1415,LYNDHURST DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1956.0,216.81186803357602
1416,BRIAR KNOLL DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,111.214638735439
1417,DAWN RIDGE DR,2,ROAD,LOCAL,4.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1994.0,22.2880831630168
1418,MILL PARK DR,2,ROAD,LOCAL,7.0,16.0,PAVED,TwoWay,PAVED,7,40,NO ACCESS,Y,1920.0,470.651946630633
1419,APPLE TREE DR,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1996.0,199.136326732489
1420,BROADVIEW AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,247.65294273790298
1421,ROSS AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1957.0,220.249246675202
1422,GERARD AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1955.0,275.230864340477
1423,WOODHAVEN RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1955.0,113.59765838835699
1424,ST JEROME CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1974.0,544.804437873336
1425,OLD COUNTRY DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,N,2004.0,187.175761546802
1426,OLD COUNTRY DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,2004.0,217.19444431419498
1427,EBYDALE DR,2,ROAD,LOCAL,8.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,168.25828468505
1428,CORFIELD PL,2,ROAD,LOCAL,7.0,39.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,93.136352574594
1429,ZEFFER PL,2,ROAD,LOCAL,7.0,40.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,99.2939225512964
1430,CHAMPLAIN CRT,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1968.0,84.21183469744071
1431,NYLES DR,2,ROAD,LOCAL,20.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,69.88371461565791
1432,BETTINA PL,2,ROAD,LOCAL,11.0,40.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,82.124644054814
1433,KRISTI PL,2,ROAD,LOCAL,11.0,39.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,92.898337650375
1434,MONTEREY CRES,1,BULB,LOCAL,7.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1958.0,180.36917526324902
1435,DAWN RIDGE CRT,2,ROAD,LOCAL,7.0,39.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1994.0,92.5691532393723
1436,CHARLES ST W,3,ROAD,MAJOR,14.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,178.094332509428
1437,HIGHLAND RD W,4,ROAD,MAJOR,13.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,111.849366499616
1438,HIGHLAND RD W,4,ROAD,MAJOR,13.0,26.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,151.146032394068
1439,BLUE SPRUCE CRT,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1973.0,114.959291753316
1440,NOEL CRES,1,BULB,LOCAL,13.0,38.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1957.0,134.639069382812
1441,BOUND BROOK CRT,1,BULB,LOCAL,8.0,16.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1985.0,121.75405397316601
1442,STANSON CLOSE,1,BULB,LOCAL,8.0,40.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1949.0,79.35220016235459
1443,TAGGE ST,2,ROAD,LOCAL,9.0,27.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1989.0,38.7537506017733
1444,MARGARET AVE,3,ROAD,MAJOR,12.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1861.0,224.303881542271
1445,BOEHMER ST,2,ROAD,LOCAL,11.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1951.0,87.6164952284855
1446,SIMS ESTATE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,172.444061547119
1447,CARNABY CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,328.26033512854997
1448,OPRINGTON PL,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2001.0,373.211520764226
1449,DOON CREEK ST,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,106.110682254168
1450,LEONARD ST,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1926.0,181.601421413406
1451,ELIZABETH ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1947.0,43.4729078502439
1452,ELIZABETH ST,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1948.0,138.589018910788
1453,ST LEGER ST,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1931.0,92.19005379897499
1454,BRANT CRES,2,ROAD,LOCAL,7.0,12.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1948.0,85.2808477572844
1455,SOUTH DR,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1913.0,222.23567994663298
1456,YAGER AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1957.0,293.27845130027
1457,STONYBROOK DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,76.3798442880166
1458,ELMWOOD AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1952.0,148.446409878437
1459,WINDFLOWER DR,2,ROAD,LOCAL,10.0,19.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1998.0,80.17605816432841
1460,FRANKLIN ST N,3,ROAD,MINOR,15.0,22.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,97.5193407635205
1461,ADA ST,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1914.0,101.336504023578
1462,HEIMAN ST,2,ROAD,LOCAL,9.0,19.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1900.0,193.95299414706002
1463,WATERVALE DR,2,ROAD,LOCAL,9.0,22.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,78.0042482468146
1464,WINDFLOWER DR,2,ROAD,LOCAL,10.0,19.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2003.0,81.48467009194471
1465,HIGHLAND RD W,4,ROAD,MAJOR,13.0,24.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,193.923401546231
1466,ROSEWOOD DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1967.0,124.827689647303
1467,BECKVIEW DR,2,ROAD,LOCAL,9.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,88.49989167869178
1468,GREY FOX DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1954.0,215.210151266101
1469,GREY FOX DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1995.0,88.9373697705645
1470,MEADOWBROOK DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1969.0,256.454787406908
1471,VERONICA DR,2,ROAD,LOCAL,9.0,23.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1987.0,5.650493049818911
1472,BLACKWELL DR,2,ROAD,MINOR,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,77.89538443281671
1473,OXFORD ST,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1947.0,103.208476217375
1474,EARL ST,2,ROAD,LOCAL,7.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,124.242651973201
1475,CYPRUS DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1959.0,136.305396708094
1476,LACKNER BLVD,3,ROAD,MAJOR,9.0,36.0,GRAVEL,TwoWay,PAVED,6,50,24HR,N,,299.319260091595
1477,UPLANDS DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1960.0,564.526076950578
1478,VICTORIA ST N,5,ROAD,MAJOR,13.0,20.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,162.895861487479
1479,RIVER RIDGE ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,75.9674016294655
1480,RIVER RIDGE ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,289.385862220284
1481,THOMAS SLEE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,112.896480666517
1482,GLASGOW ST,2,ROAD,MAJOR,9.0,20.0,PAVED,TwoWay,PAVED,3,40,NO ACCESS,Y,1863.0,106.840810686157
1483,GLASGOW ST,2,ROAD,MAJOR,10.0,20.0,PAVED,TwoWay,PAVED,3,40,NO ACCESS,Y,1943.0,155.816379258474
1484,WEST AVE,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,N,1887.0,154.383098486119
1485,VALEBROOK ST,2,ROAD,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,25.3739113082621
1486,DOON VILLAGE RD,2,ROAD,LOCAL,7.0,30.0,PAVED,TwoWay,PAVED,3,40,NO ACCESS,N,1860.0,176.08962726270698
1487,DOON VILLAGE RD,2,ROAD,LOCAL,6.0,30.0,PAVED,TwoWay,PAVED,3,40,NO ACCESS,N,1954.0,69.1378225000138
1488,DOON VILLAGE RD,4,ROAD,MINOR,15.0,29.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1999.0,178.498176720963
1489,DOON VILLAGE RD,2,ROAD,LOCAL,9.0,14.0,PAVED,TwoWay,PAVED,7,50,NO ACCESS,N,1943.0,317.496189878341
1490,WINDY RIDGE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1976.0,205.90383893996201
1491,DARCY PL,1,BULB,LOCAL,9.0,43.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1968.0,82.9358605076284
1492,ST GEORGE ST,1,ROAD,LOCAL,7.0,12.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2002.0,116.31843577053101
1493,WOODHAVEN RD,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1955.0,93.13873967401399
1494,MOUNTAIN MINT CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1997.0,386.523284114058
1495,WESTHEIGHTS DR,4,ROAD,MINOR,15.0,26.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,43.2143286703084
1496,HALLS LANE W,2,ROAD,LANE,5.0,5.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1858.0,115.333331240208
1497,DUKE ST E,1,ROAD,LOCAL,6.0,12.0,PAVED,ToFrom,PAVED,6,50,NO ACCESS,N,,127.921237978401
1498,VANIER DR,2,ROAD,MINOR,11.0,25.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,Y,1950.0,147.574455986812
1499,SIEBERT AVE,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1953.0,122.50471604354799
1500,HEARTH CRES,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1957.0,115.57003057696001
1501,HAHN PL,2,ROAD,LOCAL,10.0,21.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1953.0,151.299311722966
1502,RAYLENE DR,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1957.0,39.0616731024587
1503,FISCHER HALLMAN RD,6,ROAD,MAJOR,19.0,38.0,PAVED,TwoWay,PAVED,6,50,24HR,N,,263.866682825312
1504,QUEENS BLVD,4,ROAD,MAJOR,14.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1953.0,151.676931491744
1505,QUEENS BLVD,4,ROAD,MAJOR,14.0,20.0,PAVED,TwoWay,PAVED,3,50,NO ACCESS,Y,1953.0,35.4051289052711
1506,BLUERIDGE AVE,2,ROAD,LOCAL,10.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1956.0,516.000590649562
1507,PINEGLEN CRES,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,213.186637162129
1508,GLENVISTA DR,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,144.950805466223
1509,APPLEBY ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,45.484838780956004
1510,MAY PL,2,ROAD,LANE,8.0,4.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,81.593117343594
1511,HALLS LANE E,1,ROAD,LANE,5.0,6.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,1858.0,289.931425495828
1512,FAIRWAY CRT,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1994.0,164.992638425901
1513,PEBBLECREEK DR,2,ROAD,LOCAL,8.0,22.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,84.4498603140258
1514,HIGHVIEW DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,4,50,NO ACCESS,Y,1978.0,129.943004079037
1515,BELL LANE,2,ROAD,LANE,8.0,8.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1854.0,102.892221874675
1516,HIGHBROOK CRT,2,BULB,LOCAL,9.0,16.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,,76.2998363948921
1517,COUNTRYSTONE DR,2,ROAD,LOCAL,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2007.0,152.536497615246
1518,COUNTRYSTONE DR,2,ROAD,MINOR,9.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,131.620685921618
1519,CHANDARIA PL,2,ROAD,LOCAL,8.0,20.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1860.0,25.6102419735674
1520,WATERBEND CRES,2,ROAD,LOCAL,8.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,88.22504141610871
1521,HELENA FEASBY ST,2,ROAD,LOCAL,9.0,18.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,2006.0,67.3249776781487
1522,LOUISA ST,2,ROAD,LOCAL,7.0,17.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1994.0,181.73318390954498
1523,DEER RIDGE DR,2,ROAD,MINOR,10.0,20.0,PAVED,TwoWay,PAVED,6,40,NO ACCESS,N,,22.6430079208509
1524,VALEWOOD PL,2,ROAD,LOCAL,7.0,58.0,PAVED,TwoWay,PAVED,6,50,NO ACCESS,N,1953.0,216.393848042431
1525,APPLEROCK CRT,1,BULB,LOCAL,7.0,16.0,PAVED,FromTo,PAVED,6,50,NO ACCESS,N,2006.0,75.302234642098
